,Fecha,Provincia,Casos,Fase,Poblacion,Nombre
5075,2020-04-07,NA,85,1.0,654214,Navarra
5076,2020-04-07,O,45,1.0,1022800,Asturias
5077,2020-04-07,OR,40,1.0,307651,Orense
5078,2020-04-07,P,9,1.0,160980,Palencia
5079,2020-04-07,PM,19,1.0,1149460,Baleares
5080,2020-04-07,PO,27,1.0,942665,Pontevedra
5081,2020-04-07,S,13,1.0,581078,Cantabria
5082,2020-04-07,SA,55,1.0,330119,Salamanca
5083,2020-04-07,SE,34,1.0,1942389,Sevilla
5084,2020-04-07,SG,21,1.0,153129,Segovia
5085,2020-04-07,SO,20,1.0,88636,Soria
5086,2020-04-07,SS,40,1.0,723576,Guipúzcoa
5087,2020-04-07,T,33,1.0,804664,Tarragona
5088,2020-04-07,TE,13,1.0,134137,Teruel
5089,2020-04-07,TF,13,1.0,1032983,Santa Cruz de Tenerife
5090,2020-04-07,TO,78,1.0,694844,Toledo
5091,2020-04-07,V,74,1.0,2565124,Valencia
5092,2020-04-07,VA,148,1.0,519546,Valladolid
5093,2020-04-07,VI,24,1.0,331549,Álava
5094,2020-04-07,Z,76,1.0,964693,Zaragoza
5095,2020-04-07,ZA,17,1.0,172539,Zamora
5096,2020-04-08,A,31,1.0,1858683,Alicante
5097,2020-04-08,AB,41,1.0,388167,Albacete
5098,2020-04-08,AL,4,1.0,716820,Almería
5099,2020-04-08,AV,44,1.0,157640,Ávila
5100,2020-04-08,B,820,1.0,5664579,Barcelona
5101,2020-04-08,BA,8,1.0,673559,Badajoz
5102,2020-04-08,BI,167,1.0,1152651,Vizcaya
5103,2020-04-08,BU,47,1.0,356958,Burgos
5104,2020-04-08,C,58,1.0,1119596,La Coruña
5105,2020-04-08,CA,27,1.0,1240155,Cádiz
5106,2020-04-08,CC,33,1.0,394151,Cáceres
5107,2020-04-08,CE,0,1.0,84777,Ceuta
5108,2020-04-08,CO,6,1.0,782979,Córdoba
5109,2020-04-08,CR,82,1.0,495761,Ciudad Real
5110,2020-04-08,CS,37,1.0,579962,Castellón
5111,2020-04-08,CU,18,1.0,196329,Cuenca
5112,2020-04-08,GC,4,1.0,1120406,Las Palmas
5113,2020-04-08,GI,68,1.0,771044,Gerona
5114,2020-04-08,GR,34,1.0,914678,Granada
5115,2020-04-08,GU,22,1.0,257762,Guadalajara
5116,2020-04-08,H,4,1.0,521870,Huelva
5117,2020-04-08,HU,10,1.0,220461,Huesca
5118,2020-04-08,J,12,1.0,633564,Jaén
5119,2020-04-08,L,35,1.0,434930,Lérida
5120,2020-04-08,LE,34,1.0,460001,León
5121,2020-04-08,LO,47,1.0,316798,La Rioja
5122,2020-04-08,LU,9,1.0,329587,Lugo
5123,2020-04-08,M,706,1.0,6663394,Madrid
5124,2020-04-08,MA,34,1.0,1661785,Málaga
5125,2020-04-08,ME,0,1.0,86487,Melilla
5126,2020-04-08,MU,18,1.0,1493898,Murcia
5127,2020-04-08,NA,93,1.0,654214,Navarra
5128,2020-04-08,O,48,1.0,1022800,Asturias
5129,2020-04-08,OR,35,1.0,307651,Orense
5130,2020-04-08,P,13,1.0,160980,Palencia
5131,2020-04-08,PM,23,1.0,1149460,Baleares
5132,2020-04-08,PO,49,1.0,942665,Pontevedra
5133,2020-04-08,S,27,1.0,581078,Cantabria
5134,2020-04-08,SA,34,1.0,330119,Salamanca
5135,2020-04-08,SE,24,1.0,1942389,Sevilla
5136,2020-04-08,SG,62,1.0,153129,Segovia
5137,2020-04-08,SO,15,1.0,88636,Soria
5138,2020-04-08,SS,32,1.0,723576,Guipúzcoa
5139,2020-04-08,T,51,1.0,804664,Tarragona
5140,2020-04-08,TE,13,1.0,134137,Teruel
5141,2020-04-08,TF,7,1.0,1032983,Santa Cruz de Tenerife
5142,2020-04-08,TO,44,1.0,694844,Toledo
5143,2020-04-08,V,69,1.0,2565124,Valencia
5144,2020-04-08,VA,125,1.0,519546,Valladolid
5145,2020-04-08,VI,25,1.0,331549,Álava
5146,2020-04-08,Z,85,1.0,964693,Zaragoza
5147,2020-04-08,ZA,10,1.0,172539,Zamora
5148,2020-04-09,A,34,1.0,1858683,Alicante
5149,2020-04-09,AB,59,1.0,388167,Albacete
5150,2020-04-09,AL,5,1.0,716820,Almería
5151,2020-04-09,AV,20,1.0,157640,Ávila
5152,2020-04-09,B,841,1.0,5664579,Barcelona
5153,2020-04-09,BA,3,1.0,673559,Badajoz
5154,2020-04-09,BI,125,1.0,1152651,Vizcaya
5155,2020-04-09,BU,85,1.0,356958,Burgos
5156,2020-04-09,C,77,1.0,1119596,La Coruña
5157,2020-04-09,CA,7,1.0,1240155,Cádiz
5158,2020-04-09,CC,19,1.0,394151,Cáceres
5159,2020-04-09,CE,2,1.0,84777,Ceuta
5160,2020-04-09,CO,4,1.0,782979,Córdoba
5161,2020-04-09,CR,36,1.0,495761,Ciudad Real
5162,2020-04-09,CS,29,1.0,579962,Castellón
5163,2020-04-09,CU,21,1.0,196329,Cuenca
5164,2020-04-09,GC,5,1.0,1120406,Las Palmas
5165,2020-04-09,GI,68,1.0,771044,Gerona
5166,2020-04-09,GR,17,1.0,914678,Granada
5167,2020-04-09,GU,11,1.0,257762,Guadalajara
5168,2020-04-09,H,3,1.0,521870,Huelva
5169,2020-04-09,HU,8,1.0,220461,Huesca
5170,2020-04-09,J,9,1.0,633564,Jaén
5171,2020-04-09,L,58,1.0,434930,Lérida
5172,2020-04-09,LE,89,1.0,460001,León
5173,2020-04-09,LO,47,1.0,316798,La Rioja
5174,2020-04-09,LU,24,1.0,329587,Lugo
5175,2020-04-09,M,653,1.0,6663394,Madrid
5176,2020-04-09,MA,26,1.0,1661785,Málaga
5177,2020-04-09,ME,0,1.0,86487,Melilla
5178,2020-04-09,MU,7,1.0,1493898,Murcia
5179,2020-04-09,NA,80,1.0,654214,Navarra
5180,2020-04-09,O,42,1.0,1022800,Asturias
5181,2020-04-09,OR,42,1.0,307651,Orense
5182,2020-04-09,P,12,1.0,160980,Palencia
5183,2020-04-09,PM,11,1.0,1149460,Baleares
5184,2020-04-09,PO,17,1.0,942665,Pontevedra
5185,2020-04-09,S,23,1.0,581078,Cantabria
5186,2020-04-09,SA,49,1.0,330119,Salamanca
5187,2020-04-09,SE,23,1.0,1942389,Sevilla
5188,2020-04-09,SG,42,1.0,153129,Segovia
5189,2020-04-09,SO,10,1.0,88636,Soria
5190,2020-04-09,SS,47,1.0,723576,Guipúzcoa
5191,2020-04-09,T,72,1.0,804664,Tarragona
5192,2020-04-09,TE,11,1.0,134137,Teruel
5193,2020-04-09,TF,16,1.0,1032983,Santa Cruz de Tenerife
5194,2020-04-09,TO,48,1.0,694844,Toledo
5195,2020-04-09,V,71,1.0,2565124,Valencia
5196,2020-04-09,VA,51,1.0,519546,Valladolid
5197,2020-04-09,VI,22,1.0,331549,Álava
5198,2020-04-09,Z,75,1.0,964693,Zaragoza
5199,2020-04-09,ZA,23,1.0,172539,Zamora
5200,2020-04-10,A,30,1.0,1858683,Alicante
5201,2020-04-10,AB,25,1.0,388167,Albacete
5202,2020-04-10,AL,5,1.0,716820,Almería
5203,2020-04-10,AV,36,1.0,157640,Ávila
5204,2020-04-10,B,844,1.0,5664579,Barcelona
5205,2020-04-10,BA,12,1.0,673559,Badajoz
5206,2020-04-10,BI,118,1.0,1152651,Vizcaya
5207,2020-04-10,BU,48,1.0,356958,Burgos
5208,2020-04-10,C,42,1.0,1119596,La Coruña
5209,2020-04-10,CA,17,1.0,1240155,Cádiz
5210,2020-04-10,CC,33,1.0,394151,Cáceres
5211,2020-04-10,CE,1,1.0,84777,Ceuta
5212,2020-04-10,CO,6,1.0,782979,Córdoba
5213,2020-04-10,CR,42,1.0,495761,Ciudad Real
5214,2020-04-10,CS,20,1.0,579962,Castellón
5215,2020-04-10,CU,18,1.0,196329,Cuenca
5216,2020-04-10,GC,4,1.0,1120406,Las Palmas
5217,2020-04-10,GI,76,1.0,771044,Gerona
5218,2020-04-10,GR,31,1.0,914678,Granada
5219,2020-04-10,GU,22,1.0,257762,Guadalajara
5220,2020-04-10,H,3,1.0,521870,Huelva
5221,2020-04-10,HU,11,1.0,220461,Huesca
5222,2020-04-10,J,8,1.0,633564,Jaén
5223,2020-04-10,L,41,1.0,434930,Lérida
5224,2020-04-10,LE,104,1.0,460001,León
5225,2020-04-10,LO,40,1.0,316798,La Rioja
5226,2020-04-10,LU,1,1.0,329587,Lugo
5227,2020-04-10,M,730,1.0,6663394,Madrid
5228,2020-04-10,MA,16,1.0,1661785,Málaga
5229,2020-04-10,ME,1,1.0,86487,Melilla
5230,2020-04-10,MU,7,1.0,1493898,Murcia
5231,2020-04-10,NA,70,1.0,654214,Navarra
5232,2020-04-10,O,59,1.0,1022800,Asturias
5233,2020-04-10,OR,18,1.0,307651,Orense
5234,2020-04-10,P,17,1.0,160980,Palencia
5235,2020-04-10,PM,21,1.0,1149460,Baleares
5236,2020-04-10,PO,13,1.0,942665,Pontevedra
5237,2020-04-10,S,29,1.0,581078,Cantabria
5238,2020-04-10,SA,31,1.0,330119,Salamanca
5239,2020-04-10,SE,17,1.0,1942389,Sevilla
5240,2020-04-10,SG,27,1.0,153129,Segovia
5241,2020-04-10,SO,20,1.0,88636,Soria
5242,2020-04-10,SS,46,1.0,723576,Guipúzcoa
5243,2020-04-10,T,40,1.0,804664,Tarragona
5244,2020-04-10,TE,4,1.0,134137,Teruel
5245,2020-04-10,TF,9,1.0,1032983,Santa Cruz de Tenerife
5246,2020-04-10,TO,49,1.0,694844,Toledo
5247,2020-04-10,V,54,1.0,2565124,Valencia
5248,2020-04-10,VA,52,1.0,519546,Valladolid
5249,2020-04-10,VI,20,1.0,331549,Álava
5250,2020-04-10,Z,62,1.0,964693,Zaragoza
5251,2020-04-10,ZA,16,1.0,172539,Zamora
5252,2020-04-11,A,16,1.0,1858683,Alicante
5253,2020-04-11,AB,14,1.0,388167,Albacete
5254,2020-04-11,AL,6,1.0,716820,Almería
5255,2020-04-11,AV,21,1.0,157640,Ávila
5256,2020-04-11,B,931,1.0,5664579,Barcelona
5257,2020-04-11,BA,8,1.0,673559,Badajoz
5258,2020-04-11,BI,90,1.0,1152651,Vizcaya
5259,2020-04-11,BU,45,1.0,356958,Burgos
5260,2020-04-11,C,32,1.0,1119596,La Coruña
5261,2020-04-11,CA,12,1.0,1240155,Cádiz
5262,2020-04-11,CC,22,1.0,394151,Cáceres
5263,2020-04-11,CE,0,1.0,84777,Ceuta
5264,2020-04-11,CO,9,1.0,782979,Córdoba
5265,2020-04-11,CR,46,1.0,495761,Ciudad Real
5266,2020-04-11,CS,20,1.0,579962,Castellón
5267,2020-04-11,CU,12,1.0,196329,Cuenca
5268,2020-04-11,GC,4,1.0,1120406,Las Palmas
5269,2020-04-11,GI,42,1.0,771044,Gerona
5270,2020-04-11,GR,28,1.0,914678,Granada
5271,2020-04-11,GU,17,1.0,257762,Guadalajara
5272,2020-04-11,H,5,1.0,521870,Huelva
5273,2020-04-11,HU,8,1.0,220461,Huesca
5274,2020-04-11,J,16,1.0,633564,Jaén
5275,2020-04-11,L,34,1.0,434930,Lérida
5276,2020-04-11,LE,127,1.0,460001,León
5277,2020-04-11,LO,26,1.0,316798,La Rioja
5278,2020-04-11,LU,1,1.0,329587,Lugo
5279,2020-04-11,M,598,1.0,6663394,Madrid
5280,2020-04-11,MA,14,1.0,1661785,Málaga
5281,2020-04-11,ME,0,1.0,86487,Melilla
5282,2020-04-11,MU,7,1.0,1493898,Murcia
5283,2020-04-11,NA,46,1.0,654214,Navarra
5284,2020-04-11,O,51,1.0,1022800,Asturias
5285,2020-04-11,OR,7,1.0,307651,Orense
5286,2020-04-11,P,14,1.0,160980,Palencia
5287,2020-04-11,PM,15,1.0,1149460,Baleares
5288,2020-04-11,PO,27,1.0,942665,Pontevedra
5289,2020-04-11,S,24,1.0,581078,Cantabria
5290,2020-04-11,SA,38,1.0,330119,Salamanca
5291,2020-04-11,SE,17,1.0,1942389,Sevilla
5292,2020-04-11,SG,21,1.0,153129,Segovia
5293,2020-04-11,SO,19,1.0,88636,Soria
5294,2020-04-11,SS,30,1.0,723576,Guipúzcoa
5295,2020-04-11,T,44,1.0,804664,Tarragona
5296,2020-04-11,TE,6,1.0,134137,Teruel
5297,2020-04-11,TF,9,1.0,1032983,Santa Cruz de Tenerife
5298,2020-04-11,TO,27,1.0,694844,Toledo
5299,2020-04-11,V,48,1.0,2565124,Valencia
5300,2020-04-11,VA,42,1.0,519546,Valladolid
5301,2020-04-11,VI,10,1.0,331549,Álava
5302,2020-04-11,Z,48,1.0,964693,Zaragoza
5303,2020-04-11,ZA,9,1.0,172539,Zamora
5304,2020-04-12,A,8,1.0,1858683,Alicante
5305,2020-04-12,AB,20,1.0,388167,Albacete
5306,2020-04-12,AL,2,1.0,716820,Almería
5307,2020-04-12,AV,19,1.0,157640,Ávila
5308,2020-04-12,B,523,1.0,5664579,Barcelona
5309,2020-04-12,BA,6,1.0,673559,Badajoz
5310,2020-04-12,BI,102,1.0,1152651,Vizcaya
5311,2020-04-12,BU,24,1.0,356958,Burgos
5312,2020-04-12,C,28,1.0,1119596,La Coruña
5313,2020-04-12,CA,11,1.0,1240155,Cádiz
5314,2020-04-12,CC,20,1.0,394151,Cáceres
5315,2020-04-12,CE,0,1.0,84777,Ceuta
5316,2020-04-12,CO,9,1.0,782979,Córdoba
5317,2020-04-12,CR,47,1.0,495761,Ciudad Real
5318,2020-04-12,CS,15,1.0,579962,Castellón
5319,2020-04-12,CU,16,1.0,196329,Cuenca
5320,2020-04-12,GC,2,1.0,1120406,Las Palmas
5321,2020-04-12,GI,88,1.0,771044,Gerona
5322,2020-04-12,GR,18,1.0,914678,Granada
5323,2020-04-12,GU,15,1.0,257762,Guadalajara
5324,2020-04-12,H,0,1.0,521870,Huelva
5325,2020-04-12,HU,9,1.0,220461,Huesca
5326,2020-04-12,J,13,1.0,633564,Jaén
5327,2020-04-12,L,35,1.0,434930,Lérida
5328,2020-04-12,LE,32,1.0,460001,León
5329,2020-04-12,LO,22,1.0,316798,La Rioja
5330,2020-04-12,LU,2,1.0,329587,Lugo
5331,2020-04-12,M,513,1.0,6663394,Madrid
5332,2020-04-12,MA,11,1.0,1661785,Málaga
5333,2020-04-12,ME,1,1.0,86487,Melilla
5334,2020-04-12,MU,4,1.0,1493898,Murcia
5335,2020-04-12,NA,59,1.0,654214,Navarra
5336,2020-04-12,O,24,1.0,1022800,Asturias
5337,2020-04-12,OR,13,1.0,307651,Orense
5338,2020-04-12,P,8,1.0,160980,Palencia
5339,2020-04-12,PM,15,1.0,1149460,Baleares
5340,2020-04-12,PO,20,1.0,942665,Pontevedra
5341,2020-04-12,S,46,1.0,581078,Cantabria
5342,2020-04-12,SA,27,1.0,330119,Salamanca
5343,2020-04-12,SE,25,1.0,1942389,Sevilla
5344,2020-04-12,SG,20,1.0,153129,Segovia
5345,2020-04-12,SO,8,1.0,88636,Soria
5346,2020-04-12,SS,38,1.0,723576,Guipúzcoa
5347,2020-04-12,T,36,1.0,804664,Tarragona
5348,2020-04-12,TE,2,1.0,134137,Teruel
5349,2020-04-12,TF,6,1.0,1032983,Santa Cruz de Tenerife
5350,2020-04-12,TO,48,1.0,694844,Toledo
5351,2020-04-12,V,48,1.0,2565124,Valencia
5352,2020-04-12,VA,37,1.0,519546,Valladolid
5353,2020-04-12,VI,10,1.0,331549,Álava
5354,2020-04-12,Z,42,1.0,964693,Zaragoza
5355,2020-04-12,ZA,4,1.0,172539,Zamora
5356,2020-04-13,A,16,1.0,1858683,Alicante
5357,2020-04-13,AB,28,1.0,388167,Albacete
5358,2020-04-13,AL,2,1.0,716820,Almería
5359,2020-04-13,AV,26,1.0,157640,Ávila
5360,2020-04-13,B,480,1.0,5664579,Barcelona
5361,2020-04-13,BA,10,1.0,673559,Badajoz
5362,2020-04-13,BI,82,1.0,1152651,Vizcaya
5363,2020-04-13,BU,43,1.0,356958,Burgos
5364,2020-04-13,C,74,1.0,1119596,La Coruña
5365,2020-04-13,CA,11,1.0,1240155,Cádiz
5366,2020-04-13,CC,24,1.0,394151,Cáceres
5367,2020-04-13,CE,1,1.0,84777,Ceuta
5368,2020-04-13,CO,7,1.0,782979,Córdoba
5369,2020-04-13,CR,73,1.0,495761,Ciudad Real
5370,2020-04-13,CS,20,1.0,579962,Castellón
5371,2020-04-13,CU,16,1.0,196329,Cuenca
5372,2020-04-13,GC,2,1.0,1120406,Las Palmas
5373,2020-04-13,GI,59,1.0,771044,Gerona
5374,2020-04-13,GR,23,1.0,914678,Granada
5375,2020-04-13,GU,16,1.0,257762,Guadalajara
5376,2020-04-13,H,4,1.0,521870,Huelva
5377,2020-04-13,HU,9,1.0,220461,Huesca
5378,2020-04-13,J,11,1.0,633564,Jaén
5379,2020-04-13,L,22,1.0,434930,Lérida
5380,2020-04-13,LE,48,1.0,460001,León
5381,2020-04-13,LO,29,1.0,316798,La Rioja
5382,2020-04-13,LU,4,1.0,329587,Lugo
5383,2020-04-13,M,398,1.0,6663394,Madrid
5384,2020-04-13,MA,7,1.0,1661785,Málaga
5385,2020-04-13,ME,1,1.0,86487,Melilla
5386,2020-04-13,MU,1,1.0,1493898,Murcia
5387,2020-04-13,NA,59,1.0,654214,Navarra
5388,2020-04-13,O,31,1.0,1022800,Asturias
5389,2020-04-13,OR,14,1.0,307651,Orense
5390,2020-04-13,P,21,1.0,160980,Palencia
5391,2020-04-13,PM,13,1.0,1149460,Baleares
5392,2020-04-13,PO,13,1.0,942665,Pontevedra
5393,2020-04-13,S,35,1.0,581078,Cantabria
5394,2020-04-13,SA,19,1.0,330119,Salamanca
5395,2020-04-13,SE,15,1.0,1942389,Sevilla
5396,2020-04-13,SG,12,1.0,153129,Segovia
5397,2020-04-13,SO,42,1.0,88636,Soria
5398,2020-04-13,SS,24,1.0,723576,Guipúzcoa
5399,2020-04-13,T,33,1.0,804664,Tarragona
5400,2020-04-13,TE,7,1.0,134137,Teruel
5401,2020-04-13,TF,7,1.0,1032983,Santa Cruz de Tenerife
5402,2020-04-13,TO,48,1.0,694844,Toledo
5403,2020-04-13,V,34,1.0,2565124,Valencia
5404,2020-04-13,VA,42,1.0,519546,Valladolid
5405,2020-04-13,VI,10,1.0,331549,Álava
5406,2020-04-13,Z,63,1.0,964693,Zaragoza
5407,2020-04-13,ZA,5,1.0,172539,Zamora
5408,2020-04-14,A,14,1.0,1858683,Alicante
5409,2020-04-14,AB,25,1.0,388167,Albacete
5410,2020-04-14,AL,4,1.0,716820,Almería
5411,2020-04-14,AV,19,1.0,157640,Ávila
5412,2020-04-14,B,609,1.0,5664579,Barcelona
5413,2020-04-14,BA,12,1.0,673559,Badajoz
5414,2020-04-14,BI,71,1.0,1152651,Vizcaya
5415,2020-04-14,BU,31,1.0,356958,Burgos
5416,2020-04-14,C,34,1.0,1119596,La Coruña
5417,2020-04-14,CA,9,1.0,1240155,Cádiz
5418,2020-04-14,CC,19,1.0,394151,Cáceres
5419,2020-04-14,CE,0,1.0,84777,Ceuta
5420,2020-04-14,CO,4,1.0,782979,Córdoba
5421,2020-04-14,CR,35,1.0,495761,Ciudad Real
5422,2020-04-14,CS,19,1.0,579962,Castellón
5423,2020-04-14,CU,14,1.0,196329,Cuenca
5424,2020-04-14,GC,5,1.0,1120406,Las Palmas
5425,2020-04-14,GI,67,1.0,771044,Gerona
5426,2020-04-14,GR,23,1.0,914678,Granada
5427,2020-04-14,GU,20,1.0,257762,Guadalajara
5428,2020-04-14,H,4,1.0,521870,Huelva
5429,2020-04-14,HU,2,1.0,220461,Huesca
5430,2020-04-14,J,5,1.0,633564,Jaén
5431,2020-04-14,L,27,1.0,434930,Lérida
5432,2020-04-14,LE,43,1.0,460001,León
5433,2020-04-14,LO,25,1.0,316798,La Rioja
5434,2020-04-14,LU,4,1.0,329587,Lugo
5435,2020-04-14,M,515,1.0,6663394,Madrid
5436,2020-04-14,MA,9,1.0,1661785,Málaga
5437,2020-04-14,ME,0,1.0,86487,Melilla
5438,2020-04-14,MU,3,1.0,1493898,Murcia
5439,2020-04-14,NA,49,1.0,654214,Navarra
5440,2020-04-14,O,30,1.0,1022800,Asturias
5441,2020-04-14,OR,12,1.0,307651,Orense
5442,2020-04-14,P,25,1.0,160980,Palencia
5443,2020-04-14,PM,9,1.0,1149460,Baleares
5444,2020-04-14,PO,16,1.0,942665,Pontevedra
5445,2020-04-14,S,14,1.0,581078,Cantabria
5446,2020-04-14,SA,30,1.0,330119,Salamanca
5447,2020-04-14,SE,9,1.0,1942389,Sevilla
5448,2020-04-14,SG,17,1.0,153129,Segovia
5449,2020-04-14,SO,10,1.0,88636,Soria
5450,2020-04-14,SS,17,1.0,723576,Guipúzcoa
5451,2020-04-14,T,34,1.0,804664,Tarragona
5452,2020-04-14,TE,4,1.0,134137,Teruel
5453,2020-04-14,TF,9,1.0,1032983,Santa Cruz de Tenerife
5454,2020-04-14,TO,49,1.0,694844,Toledo
5455,2020-04-14,V,36,1.0,2565124,Valencia
5456,2020-04-14,VA,46,1.0,519546,Valladolid
5457,2020-04-14,VI,5,1.0,331549,Álava
5458,2020-04-14,Z,43,1.0,964693,Zaragoza
5459,2020-04-14,ZA,7,1.0,172539,Zamora
5460,2020-04-15,A,19,1.0,1858683,Alicante
5461,2020-04-15,AB,24,1.0,388167,Albacete
5462,2020-04-15,AL,6,1.0,716820,Almería
5463,2020-04-15,AV,13,1.0,157640,Ávila
5464,2020-04-15,B,596,1.0,5664579,Barcelona
5465,2020-04-15,BA,3,1.0,673559,Badajoz
5466,2020-04-15,BI,77,1.0,1152651,Vizcaya
5467,2020-04-15,BU,32,1.0,356958,Burgos
5468,2020-04-15,C,70,1.0,1119596,La Coruña
5469,2020-04-15,CA,10,1.0,1240155,Cádiz
5470,2020-04-15,CC,24,1.0,394151,Cáceres
5471,2020-04-15,CE,0,1.0,84777,Ceuta
5472,2020-04-15,CO,18,1.0,782979,Córdoba
5473,2020-04-15,CR,45,1.0,495761,Ciudad Real
5474,2020-04-15,CS,16,1.0,579962,Castellón
5475,2020-04-15,CU,17,1.0,196329,Cuenca
5476,2020-04-15,GC,5,1.0,1120406,Las Palmas
5477,2020-04-15,GI,99,1.0,771044,Gerona
5478,2020-04-15,GR,30,1.0,914678,Granada
5479,2020-04-15,GU,13,1.0,257762,Guadalajara
5480,2020-04-15,H,4,1.0,521870,Huelva
5481,2020-04-15,HU,5,1.0,220461,Huesca
5482,2020-04-15,J,17,1.0,633564,Jaén
5483,2020-04-15,L,37,1.0,434930,Lérida
5484,2020-04-15,LE,22,1.0,460001,León
5485,2020-04-15,LO,14,1.0,316798,La Rioja
5486,2020-04-15,LU,2,1.0,329587,Lugo
5487,2020-04-15,M,504,1.0,6663394,Madrid
5488,2020-04-15,MA,10,1.0,1661785,Málaga
5489,2020-04-15,ME,0,1.0,86487,Melilla
5490,2020-04-15,MU,3,1.0,1493898,Murcia
5491,2020-04-15,NA,35,1.0,654214,Navarra
5492,2020-04-15,O,39,1.0,1022800,Asturias
5493,2020-04-15,OR,12,1.0,307651,Orense
5494,2020-04-15,P,19,1.0,160980,Palencia
5495,2020-04-15,PM,8,1.0,1149460,Baleares
5496,2020-04-15,PO,17,1.0,942665,Pontevedra
5497,2020-04-15,S,17,1.0,581078,Cantabria
5498,2020-04-15,SA,24,1.0,330119,Salamanca
5499,2020-04-15,SE,12,1.0,1942389,Sevilla
5500,2020-04-15,SG,26,1.0,153129,Segovia
5501,2020-04-15,SO,10,1.0,88636,Soria
5502,2020-04-15,SS,17,1.0,723576,Guipúzcoa
5503,2020-04-15,T,30,1.0,804664,Tarragona
5504,2020-04-15,TE,2,1.0,134137,Teruel
5505,2020-04-15,TF,10,1.0,1032983,Santa Cruz de Tenerife
5506,2020-04-15,TO,38,1.0,694844,Toledo
5507,2020-04-15,V,45,1.0,2565124,Valencia
5508,2020-04-15,VA,36,1.0,519546,Valladolid
5509,2020-04-15,VI,10,1.0,331549,Álava
5510,2020-04-15,Z,63,1.0,964693,Zaragoza
5511,2020-04-15,ZA,5,1.0,172539,Zamora
5512,2020-04-16,A,24,1.0,1858683,Alicante
5513,2020-04-16,AB,13,1.0,388167,Albacete
5514,2020-04-16,AL,2,1.0,716820,Almería
5515,2020-04-16,AV,19,1.0,157640,Ávila
5516,2020-04-16,B,563,1.0,5664579,Barcelona
5517,2020-04-16,BA,8,1.0,673559,Badajoz
5518,2020-04-16,BI,80,1.0,1152651,Vizcaya
5519,2020-04-16,BU,21,1.0,356958,Burgos
5520,2020-04-16,C,41,1.0,1119596,La Coruña
5521,2020-04-16,CA,9,1.0,1240155,Cádiz
5522,2020-04-16,CC,16,1.0,394151,Cáceres
5523,2020-04-16,CE,1,1.0,84777,Ceuta
5524,2020-04-16,CO,6,1.0,782979,Córdoba
5525,2020-04-16,CR,18,1.0,495761,Ciudad Real
5526,2020-04-16,CS,6,1.0,579962,Castellón
5527,2020-04-16,CU,13,1.0,196329,Cuenca
5528,2020-04-16,GC,2,1.0,1120406,Las Palmas
5529,2020-04-16,GI,95,1.0,771044,Gerona
5530,2020-04-16,GR,14,1.0,914678,Granada
5531,2020-04-16,GU,16,1.0,257762,Guadalajara
5532,2020-04-16,H,5,1.0,521870,Huelva
5533,2020-04-16,HU,7,1.0,220461,Huesca
5534,2020-04-16,J,3,1.0,633564,Jaén
5535,2020-04-16,L,16,1.0,434930,Lérida
5536,2020-04-16,LE,12,1.0,460001,León
5537,2020-04-16,LO,30,1.0,316798,La Rioja
5538,2020-04-16,LU,0,1.0,329587,Lugo
5539,2020-04-16,M,600,1.0,6663394,Madrid
5540,2020-04-16,MA,9,1.0,1661785,Málaga
5541,2020-04-16,ME,0,1.0,86487,Melilla
5542,2020-04-16,MU,1,1.0,1493898,Murcia
5543,2020-04-16,NA,31,1.0,654214,Navarra
5544,2020-04-16,O,12,1.0,1022800,Asturias
5545,2020-04-16,OR,20,1.0,307651,Orense
5546,2020-04-16,P,10,1.0,160980,Palencia
5547,2020-04-16,PM,14,1.0,1149460,Baleares
5548,2020-04-16,PO,12,1.0,942665,Pontevedra
5549,2020-04-16,S,18,1.0,581078,Cantabria
5550,2020-04-16,SA,47,1.0,330119,Salamanca
5551,2020-04-16,SE,10,1.0,1942389,Sevilla
5552,2020-04-16,SG,12,1.0,153129,Segovia
5553,2020-04-16,SO,12,1.0,88636,Soria
5554,2020-04-16,SS,17,1.0,723576,Guipúzcoa
5555,2020-04-16,T,25,1.0,804664,Tarragona
5556,2020-04-16,TE,3,1.0,134137,Teruel
5557,2020-04-16,TF,11,1.0,1032983,Santa Cruz de Tenerife
5558,2020-04-16,TO,38,1.0,694844,Toledo
5559,2020-04-16,V,30,1.0,2565124,Valencia
5560,2020-04-16,VA,24,1.0,519546,Valladolid
5561,2020-04-16,VI,13,1.0,331549,Álava
5562,2020-04-16,Z,52,1.0,964693,Zaragoza
5563,2020-04-16,ZA,2,1.0,172539,Zamora
5564,2020-04-17,A,12,1.0,1858683,Alicante
5565,2020-04-17,AB,8,1.0,388167,Albacete
5566,2020-04-17,AL,4,1.0,716820,Almería
5567,2020-04-17,AV,13,1.0,157640,Ávila
5568,2020-04-17,B,453,1.0,5664579,Barcelona
5569,2020-04-17,BA,1,1.0,673559,Badajoz
5570,2020-04-17,BI,107,1.0,1152651,Vizcaya
5571,2020-04-17,BU,32,1.0,356958,Burgos
5572,2020-04-17,C,29,1.0,1119596,La Coruña
5573,2020-04-17,CA,7,1.0,1240155,Cádiz
5574,2020-04-17,CC,31,1.0,394151,Cáceres
5575,2020-04-17,CE,0,1.0,84777,Ceuta
5576,2020-04-17,CO,14,1.0,782979,Córdoba
5577,2020-04-17,CR,30,1.0,495761,Ciudad Real
5578,2020-04-17,CS,8,1.0,579962,Castellón
